GEO_CODE,GEO_NAME,0 to 14 years,15 to 29 minutes,15 to 64 years,3 Health occupations,30 to 44 minutes,45 to 59 minutes,60 minutes and over,65 years and over,All occupations,Apprenticeship or trades certificate or diploma,Average government transfers in 2015 among recipients ($),Average total income in 2015 among recipients ($),Bachelor's degree,Certificate of Apprenticeship or Certificate of Qualification,"College, CEGEP or other non-university certificate or diploma","Degree in medicine, dentistry, veterinary medicine or optometry",Earned doctorate,Employment rate,Health and related fields,Land area in square kilometres,Less than 15 minutes,Master's degree,Median after-tax income in 2015 among recipients ($),Median government transfers in 2015 among recipients ($),Median total income in 2015 among recipients ($),"No certificate, diploma or degree",Number of government transfers recipients aged 15 years and over in private households - 100% data,Participation rate,Population density per square kilometre,"Population, 2011","Population, 2016","Postsecondary certificate, diploma or degree","Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",Secondary (high) school diploma or equivalency certificate,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,Unemployment rate,University certificate or diploma above bachelor level,University certificate or diploma below bachelor level,"University certificate, diploma or degree at bachelor level or above",GEO_ID_CODE,GEO_UID,PROV_TERR_ID_CODE,PROV_TERR_NAME_NOM,GEO_NAME_NOM,GEO_TYPE,GEO_GNR_SF,GEO_GNR_LF,GEO_DQ,lng,lat,pharmacies
11,Altona,18.8,125.0,59.9,140.0,125.0,25.0,60.0,15.0,1980.0,200.0,7889.0,38657.0,210.0,70.0,315.0,10.0,0.0,61.5,155.0,4.53,1435.0,35.0,28587.0,6348.0,31957.0,370.0,2170.0,63.9,919.0,4013.0,4167.0,855.0,17.4,675.0,1775.0,3120.0,1895.0,3120.0,130.0,3.8,40.0,40.0,300.0,11,2016S05100011,46,Manitoba,Altona,,6.9,4.6,0,-97.5609256894579,49.1015086018737,3
20,Armstrong,15.5,785.0,58.6,155.0,270.0,70.0,85.0,15.0,2245.0,320.0,9029.0,38857.0,145.0,200.0,695.0,0.0,0.0,52.5,240.0,5.22,800.0,45.0,28713.0,8567.0,31987.0,255.0,2940.0,56.2,979.8,4830.0,5114.0,1275.0,13.7,960.0,2010.0,4075.0,2490.0,4075.0,115.0,6.6,20.0,50.0,210.0,20,2016S05100020,59,British Columbia,Armstrong,,6.7,6.8,0,-119.19785053074,50.4448513100121,2
24,Ashcroft,10.6,65.0,50.7,25.0,55.0,15.0,25.0,10.0,445.0,95.0,10329.0,37334.0,45.0,50.0,85.0,0.0,0.0,41.3,40.0,2.04,220.0,10.0,27960.0,11664.0,29675.0,105.0,715.0,44.8,530.3,1151.0,1084.0,270.0,16.7,225.0,380.0,1000.0,600.0,1000.0,45.0,7.8,10.0,30.0,60.0,24,2016S05100024,59,British Columbia,Ashcroft,,7.8,14.9,111,-121.273514404526,50.7290878674206,2
45,Bathurst,11.3,1605.0,61.1,745.0,340.0,115.0,180.0,70.0,6475.0,670.0,9912.0,36197.0,1005.0,320.0,2260.0,55.0,15.0,45.7,1040.0,25.15,3425.0,150.0,25278.0,9453.0,27388.0,1395.0,9925.0,51.6,618.5,15990.0,15557.0,4345.0,23.1,2005.0,5660.0,12925.0,7745.0,12920.0,350.0,11.3,80.0,110.0,1300.0,45,2016S05100045,13,New Brunswick,Bathurst,,5.1,5.8,0,-65.6843502130585,47.6760671630856,11
46,Bay Roberts,16.5,545.0,63.7,205.0,215.0,125.0,560.0,30.0,3150.0,730.0,10707.0,43108.0,385.0,390.0,1150.0,0.0,10.0,47.1,355.0,17.56,1190.0,135.0,27456.0,10069.0,29948.0,420.0,4430.0,54.6,404.4,6812.0,7100.0,2525.0,16.0,760.0,2640.0,5865.0,3710.0,5865.0,340.0,13.6,25.0,90.0,555.0,46,2016S05100046,10,Newfoundland and Labrador,Bay Roberts,,3.4,8.2,0,-53.2807744953012,47.6024053298474,12
51,Beausejour,15.2,185.0,59.8,115.0,265.0,185.0,130.0,10.0,1510.0,150.0,8609.0,40987.0,140.0,100.0,355.0,0.0,0.0,57.2,180.0,2.49,570.0,45.0,30320.0,8612.0,33902.0,205.0,1775.0,60.8,1160.5,2842.0,2895.0,790.0,15.5,425.0,1335.0,2500.0,1420.0,2500.0,50.0,6.2,25.0,65.0,215.0,51,2016S05100051,46,Manitoba,Beausejour,,5.7,8.2,0,-96.5152486397001,50.0592408102245,12
72,Bishop's Falls,13.0,450.0,64.9,130.0,50.0,20.0,40.0,5.0,1145.0,180.0,10442.0,36452.0,85.0,90.0,470.0,0.0,0.0,41.2,160.0,5.77,340.0,10.0,24695.0,10704.0,26032.0,310.0,1760.0,51.8,447.3,2658.0,2581.0,750.0,21.9,435.0,890.0,2280.0,1500.0,2280.0,95.0,20.3,0.0,0.0,90.0,72,2016S05100072,10,Newfoundland and Labrador,Bishop's Falls,,3.8,12.8,11,-55.4976203279771,49.0104449329997,2
78,Boissevain,17.8,145.0,55.9,90.0,40.0,80.0,25.0,5.0,840.0,95.0,8112.0,55790.0,80.0,70.0,235.0,20.0,0.0,61.0,110.0,2.44,475.0,10.0,30067.0,8237.0,33760.0,90.0,920.0,62.9,679.7,1572.0,1656.0,475.0,15.2,230.0,760.0,1335.0,790.0,1335.0,20.0,2.4,10.0,25.0,120.0,78,2016S05100078,46,Manitoba,Boissevain,,6.0,9.3,0,-100.059843921742,49.2304977168013,1
82,Bonavista,12.0,115.0,63.3,160.0,55.0,25.0,70.0,10.0,1455.0,210.0,11992.0,33042.0,95.0,70.0,345.0,10.0,0.0,41.2,135.0,4.2,780.0,45.0,23849.0,13132.0,25606.0,520.0,2285.0,56.9,746.9,3304.0,3140.0,725.0,22.3,530.0,1045.0,2670.0,1780.0,2670.0,140.0,28.0,0.0,30.0,145.0,82,2016S05100082,10,Newfoundland and Labrador,Bonavista,,4.7,7.4,0,-53.1093941723061,48.6532997194351,4
84,Botwood,13.0,185.0,58.9,125.0,185.0,20.0,35.0,15.0,1055.0,210.0,11413.0,32633.0,55.0,75.0,380.0,0.0,0.0,37.4,140.0,4.44,420.0,70.0,23168.0,11195.0,24192.0,285.0,1840.0,48.1,623.0,2657.0,2763.0,730.0,26.2,270.0,845.0,2285.0,1290.0,2280.0,130.0,22.3,0.0,15.0,130.0,84,2016S05100084,10,Newfoundland and Labrador,Botwood,,5.5,11.0,10,-55.3540681956933,49.1434817480063,2
91,Brandon,19.0,6150.0,65.5,2540.0,1540.0,465.0,545.0,125.0,26015.0,2230.0,6954.0,44563.0,4075.0,1260.0,5735.0,195.0,225.0,64.8,3045.0,28.32,15020.0,765.0,32081.0,4099.0,36568.0,3320.0,27315.0,69.9,1706.4,45624.0,48324.0,14215.0,15.9,7465.0,23720.0,37935.0,25000.0,37935.0,970.0,7.4,385.0,605.0,5640.0,91,2016S05100091,46,Manitoba,Brandon,,3.6,4.4,0,-99.9575330049332,49.8436836061515,20
105,Bouctouche,10.5,150.0,62.5,35.0,100.0,35.0,0.0,5.0,760.0,55.0,11345.0,32085.0,75.0,30.0,185.0,0.0,0.0,44.6,50.0,4.02,295.0,10.0,24384.0,11659.0,26389.0,340.0,1150.0,55.4,428.5,1709.0,1722.0,365.0,24.9,215.0,590.0,1390.0,915.0,1385.0,30.0,18.8,10.0,35.0,85.0,105,2016S05100105,13,New Brunswick,Bouctouche,,4.1,7.2,0,-64.7183639013081,46.4721032167604,2
107,Burgeo,6.9,45.0,64.5,55.0,0.0,10.0,30.0,10.0,595.0,105.0,12652.0,31925.0,35.0,35.0,175.0,0.0,0.0,29.1,45.0,1.98,250.0,0.0,22645.0,13045.0,24080.0,215.0,1010.0,48.8,660.4,1464.0,1307.0,330.0,22.8,200.0,335.0,1215.0,745.0,1220.0,65.0,40.3,0.0,20.0,35.0,107,2016S05100107,10,Newfoundland and Labrador,Burgeo,,5.1,10.8,10,-57.6219378523908,47.6147772058643,2
110,Burns Lake,20.2,115.0,66.6,55.0,25.0,25.0,70.0,0.0,895.0,105.0,7406.0,37695.0,130.0,65.0,220.0,0.0,0.0,53.5,80.0,2.95,525.0,10.0,26944.0,4699.0,29152.0,215.0,1030.0,62.3,655.6,2222.0,1932.0,515.0,18.8,285.0,760.0,1490.0,1015.0,1490.0,40.0,14.1,10.0,40.0,150.0,110,2016S05100110,59,British Columbia,Burns Lake,,14.8,22.2,1223,-125.752546515258,54.2339006543337,3
119,Campbell River,15.5,4170.0,63.3,1245.0,1050.0,460.0,1190.0,155.0,17000.0,2470.0,9393.0,43239.0,1790.0,1510.0,4800.0,105.0,30.0,54.1,2105.0,30.72,7820.0,475.0,30004.0,8398.0,33217.0,2210.0,20715.0,59.9,1143.9,33448.0,35138.0,10370.0,15.0,5780.0,14690.0,28985.0,18360.0,28980.0,960.0,9.7,205.0,510.0,2595.0,119,2016S05100119,59,British Columbia,Campbell River,,4.2,4.2,0,-125.242753689108,49.9959335516974,14
122,Campbellton,13.9,665.0,62.4,660.0,140.0,35.0,160.0,45.0,4530.0,600.0,9987.0,34667.0,550.0,180.0,1510.0,60.0,10.0,46.3,790.0,21.23,2850.0,130.0,24819.0,9521.0,26444.0,1020.0,6815.0,53.5,504.8,11990.0,10716.0,3065.0,24.5,1285.0,3860.0,8690.0,5380.0,8690.0,420.0,13.7,60.0,150.0,805.0,122,2016S05100122,13,New Brunswick/Quebec,Campbellton,,7.7,8.2,1,-66.7001737575328,47.9961546017104,6
134,Caraquet,11.6,210.0,62.2,55.0,90.0,45.0,10.0,15.0,1500.0,250.0,11219.0,41366.0,260.0,95.0,375.0,10.0,10.0,52.6,100.0,7.63,900.0,60.0,27627.0,10064.0,30416.0,215.0,2025.0,58.1,407.5,3079.0,3108.0,1110.0,18.1,355.0,1255.0,2615.0,1685.0,2620.0,155.0,9.9,60.0,85.0,400.0,134,2016S05100134,13,New Brunswick,Caraquet,,3.2,4.3,0,-64.9389964135421,47.7898644206105,4
135,Carberry,18.5,100.0,57.1,30.0,165.0,25.0,10.0,5.0,800.0,100.0,9443.0,40552.0,80.0,65.0,200.0,0.0,0.0,57.8,80.0,1.75,400.0,25.0,33504.0,8640.0,38272.0,135.0,925.0,60.1,961.3,1669.0,1682.0,405.0,9.8,240.0,695.0,1345.0,780.0,1340.0,35.0,3.7,0.0,0.0,100.0,135,2016S05100135,46,Manitoba,Carberry,,5.8,5.3,0,-99.3644418353616,49.8707745486475,5
136,Carbonear,13.5,415.0,62.2,165.0,145.0,70.0,390.0,20.0,2830.0,565.0,11087.0,37520.0,310.0,315.0,1015.0,0.0,0.0,44.6,320.0,10.83,1315.0,80.0,24783.0,11144.0,26573.0,525.0,4335.0,54.3,601.8,6309.0,6520.0,2090.0,19.8,815.0,2330.0,5395.0,3430.0,5395.0,260.0,17.9,20.0,85.0,415.0,136,2016S05100136,10,Newfoundland and Labrador,Carbonear,,5.4,9.5,0,-53.2266436185542,47.7153330446543,6
142,Carman,17.1,160.0,53.0,80.0,105.0,75.0,95.0,10.0,1340.0,85.0,9493.0,54095.0,175.0,15.0,320.0,10.0,10.0,53.5,155.0,2.85,795.0,50.0,29777.0,9901.0,33024.0,240.0,1760.0,56.5,1045.7,2839.0,2980.0,730.0,14.6,345.0,1225.0,2395.0,1320.0,2400.0,70.0,5.2,15.0,75.0,255.0,142,2016S05100142,46,Manitoba,Carman,,6.2,7.5,0,-98.0083336175955,49.504826401631,9
146,Castlegar,14.7,1320.0,63.2,350.0,540.0,155.0,80.0,25.0,4470.0,790.0,9020.0,42903.0,495.0,555.0,1310.0,15.0,15.0,56.0,490.0,14.74,1825.0,150.0,30229.0,7957.0,33321.0,355.0,5190.0,60.9,612.1,8815.0,9023.0,2925.0,14.4,1360.0,3910.0,7430.0,4635.0,7430.0,235.0,8.1,40.0,110.0,715.0,146,2016S05100146,59,British Columbia,Castlegar,,6.5,7.4,1,-117.657853884216,49.2951005573657,5
155,Channel-Port aux Basques,12.8,185.0,60.6,55.0,40.0,10.0,20.0,10.0,1525.0,270.0,11212.0,34932.0,135.0,95.0,520.0,0.0,0.0,39.8,115.0,4.89,930.0,60.0,26071.0,11077.0,27744.0,400.0,2480.0,50.5,749.4,3818.0,3665.0,1015.0,17.8,465.0,1190.0,3090.0,1885.0,3095.0,175.0,21.5,0.0,35.0,195.0,155,2016S05100155,10,Newfoundland and Labrador,Channel-Port aux Basques,,6.2,12.1,10,-59.1541572591622,47.5797621634846,2
159,Charlottetown,14.8,6020.0,66.3,2020.0,1110.0,515.0,405.0,250.0,23460.0,1350.0,7721.0,41236.0,5565.0,530.0,6355.0,285.0,340.0,58.4,2555.0,49.3,12170.0,1690.0,28179.0,5858.0,31562.0,1785.0,26765.0,64.7,907.4,41613.0,44739.0,16665.0,20.5,4785.0,20230.0,36860.0,23235.0,36860.0,820.0,9.8,440.0,635.0,8325.0,159,2016S05100159,11,Prince Edward Island,Charlottetown,,4.4,4.4,0,-63.1247912696963,46.2509967705237,22
161,Chase,11.3,130.0,51.8,55.0,135.0,105.0,60.0,15.0,820.0,120.0,11853.0,35422.0,45.0,75.0,235.0,0.0,0.0,38.7,70.0,2.33,270.0,15.0,24466.0,11803.0,26606.0,195.0,1505.0,43.0,969.5,2463.0,2263.0,480.0,19.5,365.0,695.0,1940.0,1035.0,1940.0,40.0,10.2,0.0,55.0,60.0,161,2016S05100161,59,British Columbia,Chase,,6.7,11.6,11,-119.687910294146,50.8222044560169,1
169,Chemainus,8.3,290.0,50.2,45.0,160.0,55.0,85.0,15.0,1115.0,140.0,10503.0,37082.0,160.0,105.0,345.0,0.0,0.0,38.5,140.0,2.09,320.0,50.0,27776.0,11744.0,30120.0,135.0,2110.0,42.8,1447.6,2914.0,3021.0,780.0,15.2,415.0,900.0,2700.0,1330.0,2700.0,35.0,9.5,15.0,65.0,230.0,169,2016S05100169,59,British Columbia,Chemainus,,5.4,5.7,0,-123.724983800109,48.9258041995004,4
177,Chilliwack,17.7,9470.0,61.1,2420.0,4775.0,1670.0,3170.0,320.0,34680.0,4260.0,8853.0,39990.0,3715.0,2325.0,8070.0,185.0,90.0,56.0,3815.0,54.09,11585.0,1040.0,28463.0,8074.0,31225.0,4545.0,41755.0,60.2,1352.6,67374.0,73161.0,19975.0,16.0,11735.0,30670.0,58905.0,36255.0,58905.0,1935.0,7.0,640.0,1970.0,5680.0,177,2016S05100177,59,British Columbia,Chilliwack,,4.6,4.8,0,-121.962409016999,49.1460917197094,22
182,Clarenville-Shoal Harbour,17.7,260.0,64.2,295.0,210.0,110.0,175.0,10.0,2895.0,390.0,9396.0,50828.0,415.0,180.0,1075.0,20.0,10.0,55.9,335.0,12.34,1705.0,170.0,31141.0,8134.0,34731.0,310.0,3105.0,63.7,470.6,5472.0,5809.0,2150.0,11.6,605.0,2455.0,4610.0,3075.0,4615.0,210.0,12.2,20.0,55.0,635.0,182,2016S05100182,10,Newfoundland and Labrador,Clarenville-Shoal Harbour,,4.9,7.1,0,-53.9775988270907,48.1700209388718,14
204,Corner Brook,13.0,1530.0,64.2,1035.0,310.0,85.0,230.0,60.0,9070.0,1415.0,9812.0,40018.0,1360.0,615.0,3345.0,55.0,70.0,49.1,1275.0,21.75,5690.0,470.0,28278.0,9128.0,31104.0,1190.0,12335.0,56.7,898.7,19631.0,19547.0,6980.0,17.0,2120.0,7855.0,16550.0,10290.0,16555.0,795.0,13.4,75.0,190.0,2030.0,204,2016S05100204,10,Newfoundland and Labrador,Corner Brook,,4.6,6.9,0,-57.9598519757598,48.9471240842948,12
207,Courtenay,14.1,5450.0,58.8,1805.0,1015.0,635.0,835.0,245.0,20455.0,2605.0,9186.0,41563.0,3090.0,1545.0,5630.0,275.0,85.0,50.4,2820.0,55.47,9695.0,970.0,29864.0,9296.0,33251.0,2190.0,27600.0,54.9,811.6,43346.0,45018.0,13550.0,15.1,6375.0,17625.0,37865.0,22110.0,37865.0,1065.0,8.2,345.0,540.0,4775.0,207,2016S05100207,59,British Columbia,Courtenay,,3.8,4.3,0,-124.947820044487,49.6921445922716,8
210,Cranbrook,16.3,1295.0,63.2,685.0,475.0,250.0,555.0,50.0,9615.0,1240.0,8682.0,44560.0,1105.0,830.0,2625.0,70.0,25.0,58.2,1095.0,14.74,6055.0,350.0,30837.0,7863.0,34161.0,975.0,10720.0,63.1,1306.9,18761.0,19259.0,5785.0,13.7,3070.0,8625.0,15570.0,9825.0,15570.0,410.0,7.7,90.0,290.0,1635.0,210,2016S05100210,59,British Columbia,Cranbrook,,4.7,4.9,0,-115.757604975153,49.512072796171,8
212,Creston,10.7,190.0,52.4,160.0,55.0,15.0,65.0,45.0,1940.0,215.0,10479.0,34042.0,215.0,140.0,660.0,15.0,0.0,41.6,270.0,6.09,1325.0,30.0,24176.0,11315.0,25504.0,385.0,3450.0,44.4,857.5,5159.0,5226.0,1190.0,22.3,685.0,1650.0,4390.0,2260.0,4385.0,75.0,5.9,0.0,55.0,260.0,212,2016S05100212,59,British Columbia,Creston,,7.7,11.0,11,-116.512267400317,49.0988649539354,4
213,Cumberland,18.4,750.0,66.9,230.0,190.0,80.0,65.0,5.0,1975.0,290.0,8252.0,39184.0,380.0,160.0,530.0,10.0,15.0,64.9,310.0,3.92,620.0,75.0,30016.0,6421.0,33318.0,165.0,2025.0,69.8,918.7,3271.0,3600.0,1410.0,14.9,485.0,1710.0,2870.0,2055.0,2865.0,125.0,7.0,25.0,90.0,505.0,213,2016S05100213,59,British Columbia,Cumberland,,4.8,8.9,1,-125.030008514707,49.6242032226609,0
214,Dalhousie,8.5,190.0,53.2,150.0,70.0,35.0,20.0,15.0,840.0,135.0,11371.0,33873.0,95.0,55.0,365.0,10.0,0.0,36.7,175.0,2.59,385.0,10.0,23920.0,11556.0,25579.0,145.0,1630.0,43.2,908.3,2599.0,2351.0,645.0,23.3,315.0,695.0,1995.0,1110.0,1995.0,80.0,15.1,15.0,15.0,130.0,214,2016S05100214,13,New Brunswick,Dalhousie,,6.7,5.1,0,-66.3720991925819,48.0627505530242,2
215,Dauphin,17.6,360.0,56.1,395.0,105.0,65.0,80.0,35.0,3465.0,230.0,9285.0,38218.0,475.0,95.0,820.0,30.0,0.0,54.7,500.0,7.01,2525.0,85.0,28552.0,8112.0,31570.0,500.0,4620.0,58.3,1154.8,7779.0,8095.0,1830.0,20.8,1160.0,3140.0,6025.0,3485.0,6025.0,135.0,6.3,65.0,125.0,655.0,215,2016S05100215,46,Manitoba,Dauphin,,7.7,6.0,0,-100.049047068036,51.1507135645493,6
217,Dawson Creek,19.6,810.0,68.3,475.0,255.0,165.0,315.0,15.0,6305.0,775.0,7222.0,50079.0,700.0,535.0,1360.0,30.0,15.0,63.0,620.0,12.48,3885.0,120.0,35734.0,4672.0,40242.0,1075.0,5580.0,71.6,927.4,10987.0,11574.0,3220.0,12.7,1895.0,5435.0,8985.0,6190.0,8985.0,235.0,12.1,65.0,160.0,930.0,217,2016S05100217,59,British Columbia,Dawson Creek,,6.1,7.8,1,-120.228595992706,55.7574483752814,6
219,Deer Lake,15.0,170.0,61.9,170.0,175.0,115.0,60.0,20.0,2080.0,380.0,10382.0,37907.0,170.0,180.0,730.0,10.0,0.0,44.7,155.0,7.94,1075.0,60.0,25128.0,9928.0,27315.0,395.0,2935.0,55.3,579.5,4552.0,4602.0,1435.0,17.7,630.0,1600.0,3850.0,2460.0,3845.0,200.0,19.3,15.0,70.0,255.0,219,2016S05100219,10,Newfoundland and Labrador,Deer Lake,,4.7,8.0,0,-57.4389226196333,49.1777443701423,9
243,Duncan,16.6,2855.0,59.8,835.0,675.0,435.0,775.0,80.0,10340.0,1370.0,9216.0,38054.0,1195.0,760.0,2515.0,75.0,25.0,52.4,1375.0,21.74,4475.0,315.0,27052.0,8811.0,29406.0,1625.0,13985.0,56.7,1070.5,22539.0,23278.0,6150.0,21.0,3550.0,9220.0,18685.0,11320.0,18685.0,610.0,7.6,210.0,460.0,1810.0,243,2016S05100243,59,British Columbia,Duncan,,5.5,6.2,0,-123.697912607301,48.7869092436061,12
253,Edmundston,12.2,1055.0,59.9,655.0,225.0,90.0,110.0,50.0,5445.0,950.0,9153.0,36517.0,790.0,330.0,1190.0,110.0,55.0,51.7,775.0,17.88,3300.0,165.0,26443.0,8569.0,28803.0,765.0,7460.0,56.6,675.9,12005.0,12086.0,3495.0,20.7,1800.0,4785.0,9835.0,6060.0,9835.0,620.0,8.6,80.0,155.0,1195.0,253,2016S05100253,13,New Brunswick,Edmundston,,5.5,4.8,0,-68.3341996676482,47.3814869532794,25
262,Enderby,14.7,365.0,56.3,80.0,280.0,15.0,65.0,20.0,1230.0,220.0,10463.0,33627.0,120.0,135.0,320.0,0.0,0.0,45.5,105.0,4.26,325.0,25.0,24562.0,10988.0,26288.0,215.0,1955.0,50.5,695.3,2932.0,2964.0,730.0,21.3,475.0,1050.0,2480.0,1420.0,2480.0,85.0,9.6,10.0,30.0,160.0,262,2016S05100262,59,British Columbia,Enderby,,5.6,7.9,1,-119.143881302485,50.5550093665225,2
