GEO_CODE,GEO_NAME,0 to 14 years,15 to 29 minutes,15 to 64 years,3 Health occupations,30 to 44 minutes,45 to 59 minutes,60 minutes and over,65 years and over,All occupations,Apprenticeship or trades certificate or diploma,Average government transfers in 2015 among recipients ($),Average total income in 2015 among recipients ($),Bachelor's degree,Certificate of Apprenticeship or Certificate of Qualification,"College, CEGEP or other non-university certificate or diploma","Degree in medicine, dentistry, veterinary medicine or optometry",Earned doctorate,Employment rate,Health and related fields,Land area in square kilometres,Less than 15 minutes,Master's degree,Median after-tax income in 2015 among recipients ($),Median government transfers in 2015 among recipients ($),Median total income in 2015 among recipients ($),"No certificate, diploma or degree",Number of government transfers recipients aged 15 years and over in private households - 100% data,Participation rate,Population density per square kilometre,"Population, 2011","Population, 2016","Postsecondary certificate, diploma or degree","Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",Secondary (high) school diploma or equivalency certificate,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,Unemployment rate,University certificate or diploma above bachelor level,University certificate or diploma below bachelor level,"University certificate, diploma or degree at bachelor level or above",GEO_ID_CODE,GEO_UID,PROV_TERR_ID_CODE,PROV_TERR_NAME_NOM,GEO_NAME_NOM,GEO_TYPE,GEO_GNR_SF,GEO_GNR_LF,GEO_DQ,lng,lat,pharmacies
1373,Lorette,27.0,330.0,65.7,80.0,600.0,190.0,100.0,5.0,1550.0,190.0,6850.0,48780.0,170.0,100.0,470.0,0.0,0.0,68.5,165.0,3.11,200.0,25.0,38059.0,3565.0,44325.0,210.0,1305.0,71.2,934.8,2361.0,2904.0,930.0,8.3,430.0,1420.0,2190.0,1565.0,2190.0,80.0,3.8,30.0,45.0,220.0,1373,2016S05101373,46,Manitoba,Lorette,,2.6,6.2,0,-96.8683903736016,49.7410883398522,0
1375,Crofton,18.5,340.0,63.6,70.0,70.0,60.0,55.0,5.0,715.0,125.0,8139.0,34096.0,70.0,85.0,160.0,0.0,0.0,59.2,95.0,2.77,90.0,0.0,26829.0,7288.0,28885.0,110.0,800.0,63.2,495.7,1322.0,1373.0,395.0,23.8,245.0,620.0,1145.0,745.0,1145.0,45.0,6.9,10.0,35.0,70.0,1375,2016S05101375,59,British Columbia,Crofton,,3.5,6.7,1,-123.650585200715,48.8712039551371,0
1376,Roberts Creek,15.1,345.0,59.5,80.0,95.0,20.0,95.0,15.0,985.0,135.0,8301.0,45897.0,180.0,60.0,185.0,0.0,35.0,61.6,85.0,3.93,210.0,90.0,28496.0,7568.0,31801.0,50.0,1125.0,64.5,470.7,1771.0,1848.0,665.0,17.1,240.0,765.0,1550.0,960.0,1550.0,75.0,4.5,15.0,20.0,320.0,1376,2016S05101376,59,British Columbia,Roberts Creek,,5.3,10.2,11,-123.644297657616,49.4252039305808,0
1377,Harrison Hot Springs,9.7,55.0,54.0,50.0,110.0,10.0,45.0,5.0,480.0,55.0,10768.0,38003.0,50.0,15.0,160.0,0.0,10.0,42.1,70.0,1.24,170.0,10.0,28390.0,11952.0,31328.0,45.0,850.0,46.3,1001.5,1248.0,1242.0,290.0,15.6,230.0,385.0,1070.0,565.0,1070.0,40.0,8.1,0.0,10.0,70.0,1377,2016S05101377,59,British Columbia,Harrison Hot Springs,,7.3,15.5,111,-121.780890300579,49.2962386108668,0
1395,Starlight Village,21.2,705.0,68.2,105.0,105.0,0.0,25.0,5.0,1160.0,80.0,6321.0,63580.0,400.0,40.0,270.0,25.0,0.0,66.4,150.0,4.9,220.0,115.0,44123.0,4064.0,52736.0,0.0,840.0,69.3,433.7,2089.0,2127.0,945.0,3.1,220.0,1050.0,1680.0,1175.0,1680.0,40.0,4.3,20.0,30.0,570.0,1395,2016S05101395,13,New Brunswick,Starlight Village,,1.8,3.4,0,-66.7575366660122,45.8981914411109,4
1408,Aldergrove East,23.3,550.0,66.2,145.0,370.0,155.0,135.0,10.0,1765.0,175.0,7228.0,41438.0,275.0,105.0,280.0,0.0,10.0,69.5,160.0,2.55,385.0,25.0,27328.0,3461.0,29914.0,230.0,1795.0,71.9,1368.4,2383.0,3491.0,895.0,9.0,640.0,1600.0,2475.0,1760.0,2475.0,70.0,3.4,25.0,100.0,340.0,1408,2016S05101408,59,British Columbia,Aldergrove East,,2.6,2.1,0,-122.451425497928,49.0547099878183,1
1409,Miller's Landing,18.7,75.0,60.7,40.0,15.0,25.0,195.0,15.0,605.0,40.0,6718.0,54965.0,165.0,20.0,90.0,0.0,15.0,66.9,55.0,1.45,125.0,75.0,31808.0,4352.0,36224.0,0.0,565.0,69.7,754.2,1113.0,1097.0,435.0,11.9,105.0,425.0,875.0,545.0,880.0,20.0,4.1,30.0,25.0,285.0,1409,2016S05101409,59,British Columbia,Miller's Landing,,4.6,3.8,0,-123.334126013444,49.3848156286149,2
1410,Cowichan Bay,15.4,255.0,61.8,110.0,90.0,100.0,115.0,10.0,1055.0,130.0,9100.0,42730.0,180.0,60.0,290.0,10.0,20.0,53.1,140.0,3.35,350.0,90.0,31232.0,8203.0,34944.0,100.0,1385.0,56.0,714.2,2108.0,2394.0,810.0,12.8,255.0,905.0,1920.0,1165.0,1920.0,75.0,5.1,25.0,65.0,320.0,1410,2016S05101410,59,British Columbia,Cowichan Bay,,5.8,6.5,0,-123.613357241284,48.7353250121265,1
1411,Mitchell,30.5,205.0,63.2,70.0,45.0,95.0,180.0,5.0,1355.0,125.0,6330.0,36776.0,110.0,75.0,275.0,0.0,0.0,68.4,90.0,4.01,705.0,15.0,27896.0,3324.0,30976.0,305.0,1160.0,73.8,629.7,1915.0,2523.0,540.0,13.5,360.0,1220.0,1865.0,1210.0,1870.0,50.0,7.6,0.0,20.0,130.0,1411,2016S05101411,46,Manitoba,Mitchell,,1.8,6.2,0,-96.7635695943221,49.5334710349775,0
1412,Moose Lake,38.9,10.0,57.0,0.0,15.0,10.0,10.0,0.0,180.0,20.0,8373.0,18223.0,10.0,0.0,30.0,0.0,0.0,22.0,10.0,1.29,115.0,0.0,13536.0,4885.0,13536.0,250.0,590.0,32.6,951.9,1072.0,1225.0,75.0,37.0,90.0,150.0,700.0,415.0,705.0,15.0,32.6,0.0,10.0,10.0,1412,2016S05101412,46,Manitoba,Moose Lake,,15.8,18.6,1212,-100.330240326985,53.7009532828648,1
1413,St. Theresa Point,41.3,60.0,54.3,10.0,10.0,0.0,0.0,0.0,255.0,20.0,7113.0,18169.0,15.0,10.0,40.0,0.0,0.0,39.3,20.0,0.18,160.0,0.0,14112.0,1482.0,14112.0,235.0,515.0,45.9,5897.7,1057.0,1038.0,95.0,0.0,80.0,230.0,610.0,415.0,610.0,10.0,12.5,0.0,20.0,15.0,1413,2016S05101413,46,Manitoba,St. Theresa Point,,8.3,11.2,111,-94.8510960312824,53.8274984217974,0
1414,Grunthal,27.4,200.0,59.5,25.0,120.0,70.0,70.0,0.0,725.0,65.0,6620.0,35728.0,45.0,30.0,110.0,0.0,0.0,64.3,55.0,2.83,210.0,0.0,25600.0,4208.0,28237.0,245.0,830.0,68.5,593.7,1640.0,1680.0,235.0,22.4,180.0,675.0,1070.0,655.0,1065.0,25.0,6.8,10.0,10.0,45.0,1414,2016S05101414,46,Manitoba,Grunthal,,4.0,7.5,1,-96.860319858042,49.406510887787,0
1415,Gillam,28.5,65.0,67.6,10.0,50.0,20.0,0.0,5.0,560.0,90.0,4833.0,64744.0,60.0,65.0,105.0,0.0,0.0,70.0,10.0,1.06,375.0,15.0,42752.0,1316.0,48768.0,115.0,520.0,76.0,977.3,1248.0,1036.0,305.0,5.8,125.0,510.0,750.0,545.0,745.0,20.0,8.8,0.0,45.0,70.0,1415,2016S05101415,46,Manitoba,Gillam,,4.6,12.0,11,-94.7777573791577,56.3380305249951,4
1416,Blumenort,30.1,220.0,61.2,65.0,80.0,80.0,75.0,10.0,900.0,125.0,5626.0,39297.0,70.0,75.0,200.0,0.0,10.0,68.1,80.0,3.18,335.0,10.0,29648.0,3584.0,32176.0,210.0,810.0,73.8,526.3,1404.0,1675.0,435.0,15.2,280.0,800.0,1240.0,925.0,1240.0,50.0,7.1,0.0,30.0,80.0,1416,2016S05101416,46,Manitoba,Blumenort,,3.1,3.8,0,-96.7005962017309,49.6033285873716,0
1424,Welcome Beach,15.1,230.0,66.7,30.0,90.0,35.0,30.0,5.0,635.0,115.0,9277.0,38172.0,95.0,85.0,130.0,0.0,10.0,59.4,60.0,1.41,135.0,15.0,28960.0,7152.0,31936.0,40.0,640.0,63.4,799.5,1155.0,1125.0,390.0,13.8,250.0,520.0,1010.0,685.0,1005.0,35.0,6.2,15.0,20.0,125.0,1424,2016S05101424,59,British Columbia,Welcome Beach,,3.4,8.2,1,-123.877451504305,49.4763406075468,1
1444,Massey Drive,19.9,190.0,74.5,170.0,50.0,10.0,10.0,0.0,990.0,120.0,6884.0,53291.0,190.0,75.0,315.0,10.0,15.0,71.3,165.0,2.48,630.0,65.0,39552.0,4053.0,46165.0,60.0,775.0,75.9,658.7,1412.0,1632.0,780.0,6.1,135.0,890.0,1310.0,975.0,1310.0,40.0,6.6,20.0,50.0,295.0,1444,2016S05101444,10,Newfoundland and Labrador,Massey Drive,,2.4,7.6,0,-57.8935051424616,48.9365230053643,1
1445,Upper Island Cove,13.1,190.0,62.0,35.0,15.0,0.0,75.0,0.0,475.0,105.0,11075.0,38332.0,45.0,65.0,175.0,0.0,0.0,37.2,45.0,1.83,85.0,20.0,24043.0,11179.0,25152.0,105.0,835.0,48.2,622.7,1188.0,1142.0,345.0,19.7,195.0,365.0,995.0,645.0,995.0,45.0,21.9,0.0,0.0,60.0,1445,2016S05101445,10,Newfoundland and Labrador,Upper Island Cove,,2.9,8.6,0,-53.2125694026462,47.6485248498549,3
1451,New Maryland,18.7,475.0,66.4,70.0,65.0,20.0,20.0,0.0,1160.0,45.0,7806.0,57343.0,410.0,20.0,235.0,0.0,15.0,63.1,115.0,2.72,440.0,135.0,42112.0,6059.0,49152.0,15.0,1040.0,67.7,816.6,2253.0,2219.0,935.0,4.3,175.0,1020.0,1735.0,1130.0,1735.0,30.0,7.2,55.0,40.0,620.0,1451,2016S05101451,13,New Brunswick,New Maryland,,2.0,6.5,0,-66.6839585110609,45.904358513213,11
1452,Quispamsis - Rothesay,18.9,6325.0,64.6,1380.0,1250.0,350.0,330.0,30.0,12660.0,785.0,8014.0,57127.0,3630.0,455.0,3340.0,205.0,75.0,61.7,1720.0,36.1,2890.0,1025.0,38134.0,6483.0,43729.0,410.0,11405.0,66.2,677.2,23862.0,24445.0,9600.0,8.0,2590.0,11140.0,19435.0,12600.0,19435.0,325.0,6.8,285.0,250.0,5225.0,1452,2016S05101452,13,New Brunswick,Quispamsis - Rothesay,,2.9,2.6,0,-65.9780055749041,45.407673032489,11
1453,Richibucto 15,28.4,30.0,64.9,10.0,10.0,10.0,25.0,0.0,340.0,95.0,9546.0,22516.0,25.0,25.0,110.0,0.0,0.0,30.7,35.0,1.76,155.0,0.0,17808.0,8056.0,17830.0,145.0,625.0,51.3,597.9,1173.0,1053.0,240.0,0.0,130.0,225.0,745.0,515.0,745.0,70.0,40.3,0.0,0.0,25.0,1453,2016S05101453,13,New Brunswick,Richibucto 15,,2.8,2.7,0,-64.9931143855368,46.5891467277742,5
1454,Saint-Antoine,14.7,130.0,61.4,50.0,195.0,50.0,30.0,5.0,585.0,80.0,9262.0,38030.0,85.0,40.0,215.0,0.0,0.0,56.6,65.0,2.03,135.0,0.0,29440.0,8352.0,33024.0,120.0,695.0,59.7,616.1,1182.0,1252.0,380.0,14.6,195.0,535.0,980.0,700.0,980.0,35.0,5.1,0.0,0.0,85.0,1454,2016S05101454,13,New Brunswick,Saint-Antoine,,6.0,7.3,0,-64.7509571369843,46.3656301645358,1
1455,Wells,18.2,455.0,72.7,95.0,75.0,20.0,0.0,0.0,845.0,105.0,6658.0,47822.0,120.0,70.0,215.0,0.0,10.0,66.7,95.0,2.87,175.0,35.0,35968.0,5320.0,41574.0,40.0,585.0,72.6,440.9,1371.0,1266.0,505.0,6.3,270.0,735.0,1165.0,810.0,1165.0,30.0,7.6,10.0,15.0,160.0,1455,2016S05101455,13,New Brunswick,Wells,,1.6,1.6,0,-65.9368059948057,45.3820480033477,3
1530,Arborg,19.6,110.0,55.1,60.0,45.0,15.0,40.0,5.0,600.0,40.0,8211.0,40600.0,90.0,25.0,110.0,0.0,0.0,64.6,55.0,2.0,320.0,10.0,26893.0,7336.0,29280.0,95.0,665.0,66.9,612.0,1147.0,1222.0,255.0,21.1,230.0,540.0,905.0,575.0,905.0,10.0,3.3,10.0,10.0,100.0,1530,2016S05101530,46,Manitoba,Arborg,,5.0,7.5,0,-97.2163086498693,50.9092710381374,1
1531,Cross Lake 19A,37.2,65.0,59.6,30.0,15.0,10.0,20.0,0.0,405.0,55.0,6986.0,20943.0,50.0,30.0,100.0,0.0,0.0,27.5,60.0,3.34,240.0,0.0,12736.0,3436.0,12736.0,395.0,1035.0,39.8,603.3,991.0,2018.0,240.0,28.2,150.0,345.0,1255.0,790.0,1250.0,30.0,31.0,0.0,35.0,50.0,1531,2016S05101531,46,Manitoba,Cross Lake 19A,,8.0,7.2,201,-97.7559629193708,54.6491739738056,1
1532,Ile des Chnes,19.3,295.0,72.2,70.0,255.0,95.0,30.0,0.0,870.0,125.0,6619.0,47017.0,105.0,80.0,225.0,0.0,0.0,71.1,75.0,1.79,145.0,15.0,36407.0,2536.0,42055.0,105.0,775.0,73.6,855.5,1221.0,1528.0,515.0,9.2,265.0,820.0,1195.0,880.0,1195.0,45.0,3.4,10.0,35.0,125.0,1532,2016S05101532,46,Manitoba,Ile des Chnes,,2.5,5.8,0,-96.9905975914798,49.7113692620022,11
1533,La Salle,27.7,315.0,67.0,65.0,265.0,100.0,30.0,0.0,875.0,80.0,6486.0,68657.0,225.0,55.0,205.0,0.0,10.0,79.1,110.0,1.5,100.0,25.0,46208.0,2792.0,55840.0,40.0,625.0,81.4,1060.2,1529.0,1589.0,600.0,1.3,190.0,810.0,1070.0,830.0,1070.0,25.0,3.4,20.0,35.0,280.0,1533,2016S05101533,46,Manitoba,La Salle,,2.2,7.0,0,-97.2608598758284,49.6943662184816,9
1534,Landmark,24.7,145.0,68.0,25.0,200.0,100.0,40.0,0.0,685.0,80.0,7787.0,49692.0,85.0,60.0,110.0,0.0,0.0,73.1,35.0,2.22,130.0,20.0,35371.0,3224.0,40320.0,70.0,530.0,74.7,557.6,1247.0,1237.0,315.0,9.3,195.0,605.0,910.0,585.0,910.0,20.0,2.2,0.0,20.0,105.0,1534,2016S05101534,46,Manitoba,Landmark,,2.4,2.3,0,-96.8176713439249,49.6714473110419,0
1535,Oak Bluff,21.4,300.0,71.9,60.0,140.0,40.0,20.0,0.0,630.0,75.0,4815.0,72630.0,130.0,40.0,140.0,0.0,0.0,73.9,100.0,2.52,110.0,35.0,46805.0,1812.0,56192.0,10.0,435.0,77.6,417.0,581.0,1051.0,455.0,1.0,150.0,610.0,820.0,615.0,825.0,40.0,4.7,30.0,35.0,200.0,1535,2016S05101535,46,Manitoba,Oak Bluff,,2.7,15.1,11,-97.3345696485882,49.7759060581403,2
1536,St-Pierre-Jolys,22.2,125.0,59.4,45.0,90.0,60.0,60.0,5.0,585.0,45.0,7028.0,38987.0,80.0,25.0,125.0,0.0,0.0,67.3,60.0,2.66,200.0,0.0,31456.0,6084.0,35648.0,100.0,615.0,70.2,440.5,1099.0,1170.0,285.0,14.9,155.0,530.0,840.0,540.0,840.0,25.0,4.2,10.0,25.0,90.0,1536,2016S05101536,46,Manitoba,St-Pierre-Jolys,,3.8,10.3,10,-96.9867022957176,49.4401481785102,0
1537,Teulon,16.0,75.0,53.9,40.0,65.0,115.0,30.0,0.0,485.0,35.0,10540.0,40469.0,40.0,10.0,115.0,10.0,10.0,51.7,50.0,1.89,165.0,0.0,29888.0,10864.0,32480.0,70.0,655.0,55.1,580.8,1065.0,1095.0,215.0,17.1,195.0,450.0,885.0,475.0,885.0,25.0,6.2,0.0,15.0,50.0,1537,2016S05101537,46,Manitoba,Teulon,,6.4,9.3,0,-97.2598520423531,50.3842137382296,1
1555,Canoe,18.1,165.0,63.9,45.0,30.0,15.0,25.0,0.0,550.0,110.0,10743.0,41701.0,30.0,70.0,125.0,10.0,0.0,60.5,55.0,2.57,275.0,15.0,28128.0,8024.0,31104.0,75.0,620.0,64.5,421.4,1149.0,1081.0,315.0,14.4,155.0,505.0,865.0,545.0,865.0,35.0,6.3,0.0,30.0,55.0,1555,2016S05101555,59,British Columbia,Canoe,,6.6,7.4,0,-119.235043796097,50.7519417615785,0
1556,Fairwinds,4.4,90.0,44.5,35.0,70.0,0.0,40.0,10.0,325.0,45.0,10496.0,82602.0,105.0,20.0,130.0,0.0,10.0,27.6,50.0,2.2,50.0,65.0,38592.0,12728.0,43725.0,15.0,795.0,31.4,520.9,1060.0,1147.0,400.0,7.0,85.0,245.0,1055.0,500.0,1050.0,25.0,10.6,25.0,15.0,210.0,1556,2016S05101556,59,British Columbia,Fairwinds,,4.3,2.8,0,-124.134012465796,49.2817181658465,2
1557,Cobble Hill,10.2,310.0,52.0,135.0,220.0,145.0,195.0,15.0,1415.0,215.0,10498.0,46536.0,190.0,150.0,250.0,15.0,0.0,43.2,205.0,6.64,370.0,110.0,32875.0,11367.0,37106.0,160.0,2380.0,45.0,539.0,3337.0,3580.0,875.0,9.9,505.0,1230.0,3220.0,1535.0,3220.0,70.0,4.5,30.0,65.0,350.0,1557,2016S05101557,59,British Columbia,Cobble Hill,,4.0,7.6,1,-123.571904598418,48.6891854683958,3
1558,Keremeos,10.5,50.0,45.2,45.0,85.0,65.0,40.0,15.0,590.0,80.0,11030.0,31448.0,35.0,35.0,145.0,0.0,0.0,36.3,60.0,2.85,220.0,0.0,22528.0,12395.0,23592.0,155.0,1235.0,43.3,602.4,1479.0,1714.0,295.0,23.2,220.0,460.0,1425.0,670.0,1420.0,40.0,15.4,10.0,30.0,45.0,1558,2016S05101558,59,British Columbia,Keremeos,,8.5,8.8,100,-119.829273216621,49.2054588325195,2
1559,Ladner,15.8,2990.0,64.0,585.0,2810.0,1370.0,1175.0,65.0,12035.0,1160.0,8034.0,51936.0,2080.0,690.0,2765.0,40.0,75.0,62.7,1035.0,7.37,2425.0,575.0,35583.0,6560.0,40230.0,715.0,11920.0,65.2,3009.4,22179.0,22193.0,7335.0,7.9,3415.0,10770.0,18575.0,11460.0,18575.0,470.0,3.8,285.0,355.0,3050.0,1559,2016S05101559,59,British Columbia,Ladner,,2.9,4.5,0,-123.071484972143,49.092596697193,287
1560,Mission,19.4,4050.0,66.3,1030.0,2670.0,1765.0,2770.0,125.0,16535.0,2285.0,7762.0,40709.0,1520.0,1355.0,4005.0,35.0,60.0,62.2,1585.0,24.91,3680.0,345.0,29741.0,5834.0,32972.0,2585.0,17185.0,66.2,1335.2,31109.0,33261.0,9095.0,13.5,5825.0,14945.0,25470.0,17515.0,25465.0,935.0,6.1,220.0,625.0,2175.0,1560,2016S05101560,59,British Columbia,Mission,,5.6,6.8,1,-122.304248221247,49.149339828095,11
1561,Naramata,12.6,275.0,62.3,35.0,35.0,15.0,0.0,0.0,515.0,70.0,10040.0,46815.0,90.0,40.0,125.0,15.0,0.0,53.6,60.0,2.31,85.0,25.0,31339.0,8939.0,34944.0,35.0,560.0,58.6,433.7,915.0,1003.0,365.0,13.7,130.0,410.0,910.0,530.0,905.0,25.0,8.5,15.0,20.0,145.0,1561,2016S05101561,59,British Columbia,Naramata,,3.9,5.7,0,-119.583160294533,49.5929282216888,0
1562,Okanagan Falls,9.7,500.0,56.1,75.0,125.0,20.0,30.0,15.0,975.0,240.0,10243.0,39336.0,75.0,150.0,305.0,10.0,0.0,45.1,125.0,3.34,200.0,15.0,26912.0,11017.0,29680.0,145.0,1495.0,48.1,649.4,2080.0,2167.0,660.0,16.2,345.0,880.0,2060.0,1150.0,2060.0,85.0,6.1,10.0,15.0,105.0,1562,2016S05101562,59,British Columbia,Okanagan Falls,,5.7,7.2,0,-119.565232119775,49.3398673227176,1
1563,Peachland,9.9,490.0,57.4,195.0,550.0,190.0,125.0,20.0,2050.0,365.0,10102.0,43182.0,235.0,250.0,595.0,20.0,10.0,44.9,320.0,9.83,365.0,35.0,30544.0,10640.0,34013.0,280.0,3065.0,49.1,478.1,4527.0,4698.0,1370.0,12.1,720.0,1710.0,4230.0,2370.0,4230.0,115.0,8.7,25.0,75.0,335.0,1563,2016S05101563,59,British Columbia,Peachland,,3.3,7.6,1,-119.731583304245,49.779923733071,10
1564,Puntledge,16.5,175.0,65.5,80.0,70.0,15.0,80.0,5.0,805.0,155.0,8501.0,43560.0,85.0,95.0,200.0,0.0,10.0,63.3,80.0,3.47,330.0,20.0,30592.0,7424.0,33764.0,85.0,805.0,67.9,400.2,1358.0,1387.0,480.0,10.2,230.0,680.0,1185.0,800.0,1190.0,60.0,6.2,0.0,10.0,110.0,1564,2016S05101564,59,British Columbia,Puntledge,,3.1,6.0,0,-125.026826374603,49.6717879064736,9
1565,Rayleigh,17.1,625.0,69.1,90.0,125.0,25.0,65.0,0.0,1150.0,250.0,7630.0,49809.0,165.0,150.0,255.0,0.0,0.0,62.0,100.0,2.06,185.0,30.0,37746.0,6552.0,42470.0,130.0,960.0,66.9,948.1,2014.0,1951.0,760.0,5.9,405.0,1020.0,1745.0,1295.0,1745.0,105.0,6.8,10.0,45.0,205.0,1565,2016S05101565,59,British Columbia,Rayleigh,,2.0,7.5,1,-120.317225617397,50.7990448686817,2
1566,Rosedale,22.1,265.0,64.8,40.0,135.0,10.0,80.0,5.0,810.0,115.0,7627.0,42683.0,75.0,70.0,140.0,0.0,0.0,59.0,50.0,3.83,205.0,20.0,30592.0,4912.0,33938.0,140.0,900.0,63.3,454.5,1744.0,1741.0,415.0,9.5,310.0,700.0,1285.0,865.0,1280.0,50.0,6.8,10.0,50.0,105.0,1566,2016S05101566,59,British Columbia,Rosedale,,5.3,7.8,1,-121.786741023995,49.1837779753102,2
1567,Shawnigan - Mill Bay,16.6,795.0,66.5,245.0,655.0,525.0,590.0,25.0,3815.0,545.0,7626.0,47672.0,555.0,395.0,960.0,15.0,15.0,63.9,450.0,13.31,680.0,190.0,34800.0,6152.0,39141.0,270.0,3640.0,67.6,527.5,6543.0,7021.0,2565.0,10.5,1080.0,3250.0,5725.0,3915.0,5725.0,150.0,5.6,70.0,210.0,850.0,1567,2016S05101567,59,British Columbia,Shawnigan - Mill Bay,,4.3,5.5,0,-123.609412928444,48.6509978346195,1
1568,Telkwa,23.7,345.0,67.2,45.0,45.0,0.0,20.0,0.0,625.0,75.0,8590.0,46248.0,70.0,40.0,160.0,0.0,0.0,64.0,45.0,2.85,125.0,10.0,35584.0,5627.0,39680.0,90.0,520.0,71.4,406.9,1163.0,1160.0,365.0,6.9,200.0,530.0,880.0,650.0,880.0,35.0,11.2,10.0,40.0,85.0,1568,2016S05101568,59,British Columbia,Telkwa,,5.8,14.1,11,-127.057535524562,54.6893069892644,0
1569,Trail - Fruitvale,14.1,1740.0,61.5,465.0,520.0,120.0,115.0,45.0,5725.0,1015.0,9223.0,44275.0,550.0,730.0,1910.0,35.0,35.0,50.7,740.0,21.13,2660.0,130.0,31211.0,9200.0,34530.0,730.0,7315.0,55.2,598.3,12427.0,12643.0,3885.0,14.2,1850.0,5155.0,10585.0,6465.0,10585.0,285.0,8.1,55.0,155.0,800.0,1569,2016S05101569,59,British Columbia,Trail - Fruitvale,,6.1,7.9,0,-117.627321781109,49.0939521991339,6
1570,Tsawwassen,14.2,2010.0,59.5,530.0,2215.0,1310.0,1170.0,85.0,10705.0,860.0,8515.0,64242.0,2345.0,470.0,2395.0,45.0,80.0,57.0,920.0,12.91,2245.0,815.0,38327.0,7833.0,43661.0,340.0,11460.0,59.9,1672.0,21439.0,21588.0,7295.0,8.7,2805.0,8945.0,18080.0,10440.0,18080.0,385.0,4.8,310.0,445.0,3600.0,1570,2016S05101570,59,British Columbia,Tsawwassen,,3.0,6.6,0,-123.071793635025,49.017962122322,7
1575,Placentia,10.0,70.0,57.9,60.0,40.0,20.0,75.0,5.0,740.0,200.0,11299.0,38662.0,45.0,105.0,245.0,10.0,0.0,42.7,65.0,3.65,370.0,0.0,25371.0,11493.0,27248.0,140.0,1070.0,56.6,425.3,1598.0,1553.0,535.0,21.1,160.0,575.0,1375.0,835.0,1375.0,100.0,25.2,10.0,25.0,75.0,1575,2016S05101575,10,Newfoundland and Labrador,Placentia,,9.0,11.3,11,-53.9677987353085,47.2476146973856,6
1576,Cedar,17.3,400.0,71.0,75.0,140.0,40.0,20.0,0.0,980.0,135.0,7542.0,43754.0,90.0,80.0,255.0,10.0,0.0,63.6,105.0,2.25,260.0,15.0,32192.0,5104.0,36053.0,110.0,905.0,69.9,745.5,1595.0,1674.0,550.0,10.8,350.0,860.0,1430.0,1010.0,1435.0,55.0,9.5,10.0,45.0,115.0,1576,2016S05101576,59,British Columbia,Cedar,,2.3,4.1,0,-123.856286093459,49.1069429343024,0
